APRESENTADORA	[warmly] Olá! Que bom ter você aqui. Este é o podcast do capítulo SISCAN, o Sistema de Informação de Câncer, do livro Sistemas de Informação em Saúde no Brasil. Para começar, imagine que um município registrou mil mamografias em um ano. Isso significa que mil mulheres foram rastreadas?
ESTUDANTE	[curious] Minha primeira resposta seria sim. Mil mamografias, mil mulheres. Mas imagino que essa conta esconda alguma coisa.
APRESENTADORA	[affirming] Esconde uma distinção central: exame não é pessoa. Uma mulher pode realizar mais de um exame no período, e uma mamografia pode ter sido feita para rastreamento ou para investigação diagnóstica. O SISCAN ajuda a enxergar essas diferenças.
ESTUDANTE	[thinking] Então ele não serve apenas para contar procedimentos. Ele registra o contexto em que o exame foi solicitado e também o resultado.
APRESENTADORA	[explaining] Exatamente. O SISCAN organiza informações das ações de detecção precoce dos cânceres do colo do útero e de mama realizadas no SUS. Acompanha solicitação, exame, laudo e parte do seguimento de resultados alterados.
ESTUDANTE	[curious] E ele registra todos os casos de câncer do país?
APRESENTADORA	[firm] Não. Essa é a primeira cautela. O SISCAN não é um registro populacional de câncer e não mede, sozinho, a incidência ou a prevalência de todos os tipos de câncer. Ele descreve processos assistenciais específicos ligados principalmente ao colo do útero e à mama.
ESTUDANTE	[engaged] Então, para estudar ocorrência populacional, tratamento completo, internações ou óbitos, eu precisaria de outras fontes.
APRESENTADORA	[affirming] Isso. Registros de câncer, SIA, SIH e SIM podem ser necessários conforme a pergunta. Hoje vamos entender o que o SISCAN registra, de onde ele veio, como se relaciona com esses sistemas e onde entra o Painel Oncologia.
ESTUDANTE	[warmly] E no fim a gente volta às mil mamografias?
APRESENTADORA	[laughing lightly] Com certeza. A ideia é terminar sabendo exatamente o que podemos e o que não podemos afirmar com esse número.
ESTUDANTE	[curious] Antes de falar do sistema atual, quais eram os sistemas anteriores?
APRESENTADORA	[explaining] Para o câncer do colo do útero, havia o SISCOLO, o Sistema de Informação do Controle do Câncer do Colo do Útero. Ele foi instituído em 1999 e apoiava o acompanhamento de exames citopatológicos e histopatológicos.
ESTUDANTE	[curious] E para o câncer de mama existia o SISMAMA.
APRESENTADORA	[affirming] Exatamente. O SISMAMA foi implantado nacionalmente em 2009 para registrar mamografias e informações da investigação diagnóstica da mama.
ESTUDANTE	[thinking] Então eram dois sistemas separados, cada um voltado a um órgão e a um conjunto de exames.
APRESENTADORA	[explaining] Sim. Em 2013, uma portaria do Ministério da Saúde instituiu o SISCAN para reunir esses componentes em um sistema nominal, integrado e disponível em ambiente web.
ESTUDANTE	[curious] Nominal quer dizer que o registro se refere a uma pessoa identificada?
APRESENTADORA	[affirming] Isso. O sistema utiliza identificação pelo Cartão Nacional de Saúde, o CNS, e dados cadastrais do CADSUS. Também se integra ao CNES para identificar unidades solicitantes, laboratórios e outros prestadores.
ESTUDANTE	[engaged] Essa estrutura parece permitir acompanhar melhor o percurso entre solicitação, exame e resultado.
APRESENTADORA	[thoughtful] Essa é uma das vantagens. O sistema integrado amplia a possibilidade de seguimento e reduz a fragmentação entre colo do útero e mama. Mas a substituição dos sistemas anteriores não ocorreu de uma vez.
ESTUDANTE	[curious] A implantação foi gradual?
APRESENTADORA	[explaining] Foi. Municípios, estados e prestadores entraram no SISCAN em ritmos diferentes. Por isso, uma série histórica que atravessa a década de 2010 não pode simplesmente abandonar SISCOLO e SISMAMA a partir de uma única data nacional.
ESTUDANTE	[thinking] Então preciso olhar a cobertura local e talvez combinar os três sistemas.
APRESENTADORA	[affirming] Sim, e muitas vezes comparar também com o SIA. Depois de 2015, as bases nacionais de SISCOLO e SISMAMA deixaram de receber atualizações regulares, mas isso não significa que o SISCAN já tivesse cobertura completa em todos os territórios.
ESTUDANTE	[curious] Como começa o fluxo de informação no SISCAN?
APRESENTADORA	[explaining] Começa na unidade de saúde. A pessoa é identificada, o profissional registra a indicação e solicita o exame. A requisição segue para um laboratório ou uma unidade de mamografia.
ESTUDANTE	[engaged] O prestador recebe a solicitação, realiza o exame e registra o laudo.
APRESENTADORA	[affirming] Exatamente. O resultado retorna à unidade solicitante e também alimenta o SISCAN. Se houver um achado alterado, o sistema pode apoiar o seguimento, a avaliação da qualidade e as ações de gestão.
ESTUDANTE	[curious] Quem é responsável pela qualidade do registro?
APRESENTADORA	[thoughtful] Vários atores. A unidade solicitante precisa identificar corretamente a pessoa e informar a indicação. O laboratório ou serviço de imagem registra realização e laudo. As coordenações municipais e estaduais acompanham fluxo, cobertura e atrasos. Ministério da Saúde e INCA definem padrões e apoiam o monitoramento.
ESTUDANTE	[thinking] Então uma lacuna pode nascer em pontos diferentes. Pode faltar a indicação na solicitação, o laudo pode atrasar ou o seguimento pode não ser atualizado.
APRESENTADORA	[affirming] Perfeito. E cada problema tem significado diferente. Dizer apenas que o campo está vazio não explica onde o fluxo falhou.
ESTUDANTE	[curious] Quais são os principais grupos de informação do sistema?
APRESENTADORA	[explaining] Podemos pensar em quatro grupos: identificação e contexto da solicitação; características do exame; resultado ou laudo; e seguimento. Os campos específicos mudam conforme o exame e o órgão investigado.
ESTUDANTE	[curious] Vamos começar pelo colo do útero. O que aparece ali?
APRESENTADORA	[explaining] Há informações de exames citopatológicos e histopatológicos, adequabilidade da amostra, categorias de resultado, alterações celulares e confirmação diagnóstica. A nomenclatura deve ser conferida no manual correspondente ao período.
ESTUDANTE	[thinking] Porque categorias e regras podem mudar com versões do sistema ou atualizações técnicas.
APRESENTADORA	[affirming] Exatamente. E existe outra cautela: contar exames citopatológicos não é contar mulheres examinadas. A mesma pessoa pode ter repetição por periodicidade, controle ou necessidade clínica.
ESTUDANTE	[curious] E nos registros de mama?
APRESENTADORA	[explaining] A mamografia traz informações sobre indicação e resultado. A indicação permite separar o exame de rastreamento daquele feito para investigação diagnóstica. Há também registros relacionados à histopatologia e à confirmação diagnóstica.
ESTUDANTE	[engaged] Essa distinção parece decisiva para avaliar um programa de rastreamento.
APRESENTADORA	[firm] É decisiva. Rastreamento é oferecer exame sistematicamente a uma população assintomática definida por idade e periodicidade. Investigação diagnóstica ocorre diante de sinal, sintoma ou achado anterior.
ESTUDANTE	[thinking] Se eu misturar os dois grupos, a proporção de resultados alterados pode parecer maior, porque pessoas em investigação têm uma probabilidade diferente de alteração.
APRESENTADORA	[affirming] Exatamente. Você altera o denominador e a expectativa clínica. Por isso, a indicação não é um detalhe descritivo; ela define a população analisada.
ESTUDANTE	[curious] O capítulo também fala de qualidade dos exames. Como o SISCAN entra nisso?
APRESENTADORA	[explaining] O sistema apoia o Monitoramento Interno da Qualidade e o Monitoramento Externo da Qualidade dos exames citopatológicos, conhecidos pelas siglas MIQ e MEQ.
ESTUDANTE	[curious] É uma comparação de quantos exames cada laboratório realizou?
APRESENTADORA	[firm] Não apenas. Monitoramento da qualidade envolve processos, adequabilidade das amostras, distribuição de resultados, revisão e concordância, entre outros aspectos. Volume isolado não mede qualidade diagnóstica.
ESTUDANTE	[engaged] Até aqui já apareceram várias unidades possíveis: pessoa, requisição, exame, laudo e estabelecimento.
APRESENTADORA	[affirming] E esse é o ponto metodológico mais importante. Antes de calcular qualquer indicador, declare qual é a unidade de análise.
ESTUDANTE	[curious] Se eu contar linhas, o que estou contando?
APRESENTADORA	[explaining] Depende do arquivo e do recorte. Pode ser exame, requisição, laudo ou registro de seguimento. Uma linha não deve ser automaticamente tratada como pessoa única.
ESTUDANTE	[thinking] Para contar pessoas, preciso de identificador, janela temporal e regra de deduplicação.
APRESENTADORA	[affirming] Isso. Para medir produção, o foco pode ser o procedimento. Para avaliar laboratórios, a unidade pode ser o prestador. Para analisar acesso, talvez seja necessário distinguir residência, unidade solicitante e local de realização.
ESTUDANTE	[curious] Esses três territórios respondem a perguntas diferentes, certo?
APRESENTADORA	[explaining] Sim. Residência descreve de onde vem a população atendida. A unidade solicitante mostra a porta de entrada. O prestador indica onde o exame foi realizado. Comparar esses locais ajuda a estudar deslocamentos e organização regional da oferta.
ESTUDANTE	[engaged] E a dimensão temporal também tem várias datas.
APRESENTADORA	[affirming] Tem. Data da solicitação, realização, liberação do laudo, registro do seguimento e competência de processamento não são equivalentes.
ESTUDANTE	[curious] Qual delas devo usar para uma série temporal?
APRESENTADORA	[thoughtful] A que corresponde à pergunta. Para produção clínica, a data do exame pode ser adequada. Para oportunidade do laudo, compare realização e liberação. Para processamento administrativo, a competência pode ser relevante. O importante é não trocar uma pela outra sem explicação.
ESTUDANTE	[thinking] Períodos recentes também podem parecer menores por atraso de digitação.
APRESENTADORA	[affirming] Exatamente. Uma queda no último mês pode ser apenas incompletude temporária. Sempre avalie o tempo necessário para consolidação.
ESTUDANTE	[curious] Você mencionou que o SISCAN se relaciona com o SIA. Como funciona essa integração?
APRESENTADORA	[explaining] Para procedimentos compatíveis, o SISCAN pode gerar o Boletim de Produção Ambulatorial Individualizado, o BPA-I, que segue para processamento no SIA.
ESTUDANTE	[engaged] Então os dois sistemas deveriam apresentar o mesmo total de exames?
APRESENTADORA	[firm] Não necessariamente. Eles têm finalidades e fluxos diferentes. O SISCAN reúne indicação clínica, exame, resultado e seguimento. O SIA registra procedimentos apresentados e processados para fins administrativos.
ESTUDANTE	[curious] Que tipo de diferença pode surgir?
APRESENTADORA	[explaining] Diferenças de implantação, envio, crítica, processamento e período. Um registro pode existir no SIA e não estar disponível no SISCAN, ou o contrário. Por isso, a comparação entre as fontes faz parte da avaliação de cobertura.
ESTUDANTE	[thinking] Se minha pergunta for volume de procedimentos e financiamento, o SIA costuma ser a referência. Se for indicação e resultado, o SISCAN tem mais detalhe.
APRESENTADORA	[affirming] Essa é uma ótima regra inicial. Mas documente sempre o período e a cobertura local.
ESTUDANTE	[curious] E o CNES entra para caracterizar os estabelecimentos.
APRESENTADORA	[explaining] Isso. O código CNES permite identificar a unidade solicitante, o laboratório ou o serviço de mamografia e relacionar o exame à estrutura cadastrada da rede.
ESTUDANTE	[curious] E o CADSUS fornece a identificação da pessoa por meio do CNS.
APRESENTADORA	[affirming] Sim. Essa identificação nominal apoia deduplicação e seguimento dentro do ambiente institucional. Nas bases públicas, porém, identificadores pessoais são suprimidos ou limitados para proteger a privacidade.
ESTUDANTE	[thinking] Então o pesquisador que usa dados públicos não tem a mesma possibilidade de relacionamento individual que as secretarias e o Ministério da Saúde.
APRESENTADORA	[affirming] Exatamente. A disseminação pública preserva confidencialidade, mas reduz certas análises de trajetória. Isso não significa que os sistemas não possam ser relacionados em ambientes autorizados e governados.
ESTUDANTE	[curious] É aqui que entra o Painel Oncologia?
APRESENTADORA	[explaining] Em parte. O Painel Oncologia é um exemplo institucional de integração de registros. Ele monitora o intervalo entre diagnóstico e primeiro tratamento do câncer no SUS.
ESTUDANTE	[curious] Ele é um módulo do SISCAN?
APRESENTADORA	[firm] Não. O painel não é um módulo isolado do SISCAN. Ele combina dados do SIA, do SIH e do próprio SISCAN.
ESTUDANTE	[engaged] Quais registros do SIA entram nessa combinação?
APRESENTADORA	[explaining] Entre outros, procedimentos informados no BPA-I e nas Autorizações de Procedimentos Ambulatoriais de Alta Complexidade, as APAC. O SIH contribui com internações, e o SISCAN com diagnósticos registrados em seu escopo.
ESTUDANTE	[curious] Como o painel reconhece que registros de sistemas diferentes se referem à mesma pessoa e ao mesmo câncer?
APRESENTADORA	[explaining] A construção utiliza relacionamento determinístico, principalmente com base no CNS e no diagnóstico. O processo procura localizar uma data diagnóstica e o primeiro procedimento de tratamento correspondente.
ESTUDANTE	[thinking] Determinístico quer dizer que os campos precisam obedecer a uma regra exata de correspondência.
APRESENTADORA	[affirming] Isso. Quando identificador e diagnóstico atendem aos critérios definidos, os registros são vinculados. A qualidade do vínculo depende diretamente do preenchimento das fontes.
ESTUDANTE	[curious] O painel foi criado por causa da chamada lei dos sessenta dias?
APRESENTADORA	[explaining] Ele apoia o monitoramento dessa política. A Lei número 12.732, de 2012, estabeleceu prazo para o início do primeiro tratamento de paciente com neoplasia maligna comprovada no SUS.
ESTUDANTE	[engaged] Então o painel calcula a diferença entre a data do diagnóstico e a data do primeiro tratamento identificado.
APRESENTADORA	[affirming] Exatamente. Ele permite descrever intervalos, estratificar por diagnóstico, território e período e identificar desigualdades ou atrasos que merecem investigação.
ESTUDANTE	[curious] Mas ele não mostra toda a trajetória do paciente.
APRESENTADORA	[firm] Não. O primeiro procedimento registrado não representa todas as consultas, exames, encaminhamentos e tratamentos. O painel também não estima incidência populacional e não avalia, sozinho, qualidade ou resultado clínico do tratamento.
ESTUDANTE	[thinking] Se o diagnóstico ou o tratamento não aparecer nas fontes, ou se os registros não puderem ser vinculados, o caso pode ficar fora da medida.
APRESENTADORA	[affirming] Perfeito. Ausência no painel pode significar ausência do evento, falha de registro, atendimento fora do escopo ou problema de identificação. Esses cenários não são equivalentes.
ESTUDANTE	[curious] Como devo interpretar o seguimento no próprio SISCAN?
APRESENTADORA	[explaining] Com cautela semelhante. Um resultado alterado pode exigir nova investigação, confirmação diagnóstica ou tratamento. O sistema apoia o acompanhamento, mas seguimento não atualizado não prova que o cuidado não aconteceu.
ESTUDANTE	[engaged] A pessoa pode ter sido atendida em outro serviço, registrada em outra fonte ou até fora do SUS.
APRESENTADORA	[affirming] Exatamente. O termo correto diante de um campo vazio é informação desconhecida, não ausência de cuidado.
ESTUDANTE	[curious] Quais dimensões de qualidade devo examinar antes de produzir indicadores?
APRESENTADORA	[explaining] Cobertura, completitude, consistência, duplicidade, oportunidade e continuidade. Cada uma responde a uma pergunta diferente sobre os dados.
ESTUDANTE	[curious] Vamos por partes. Cobertura seria comparar o que entrou no SISCAN com alguma referência, como o SIA.
APRESENTADORA	[affirming] Sim. Completitude mede campos preenchidos. Consistência verifica combinações plausíveis de idade, indicação, exame e resultado. Duplicidade procura registros repetidos. Oportunidade avalia atrasos entre datas clínicas e entrada no sistema.
ESTUDANTE	[thinking] E continuidade observa se o processo iniciado por uma solicitação chega ao resultado e, quando necessário, ao seguimento registrado.
APRESENTADORA	[affirming] Isso. Mas lembre que nenhuma dessas dimensões deve ser avaliada apenas no total nacional. Diferenças entre territórios e prestadores podem ser grandes.
ESTUDANTE	[curious] Que indicadores o SISCAN permite construir?
APRESENTADORA	[explaining] Razões de exames de rastreamento na população-alvo, proporção de resultados alterados, proporção de amostras insatisfatórias, tempo de liberação de laudos e proporção de seguimento registrado são alguns exemplos.
ESTUDANTE	[thinking] E para o tratamento oportuno eu usaria o Painel Oncologia, respeitando os critérios de vínculo e as datas disponíveis.
APRESENTADORA	[affirming] Exatamente. Cada indicador precisa declarar numerador, denominador, unidade de contagem, período e filtros.
ESTUDANTE	[curious] Vamos finalmente voltar às mil mamografias. Como eu avaliaria cobertura de rastreamento?
APRESENTADORA	[explaining] Primeiro, filtre mamografias cuja indicação seja rastreamento. Depois, restrinja à população-alvo e ao período definido. O numerador será o número de exames, a menos que você disponha de identificação adequada para contar pessoas únicas.
ESTUDANTE	[engaged] E o denominador pode ser uma estimativa da população feminina na faixa etária escolhida.
APRESENTADORA	[affirming] Sim. O resultado será uma razão de exames por população, não necessariamente a proporção de mulheres rastreadas. Exames repetidos podem elevar o numerador.
ESTUDANTE	[curious] Então escrever “cobertura de oitenta por cento” pode ser enganoso se eu contei exames, e não mulheres.
